index,ContractAge,Position,Nationality,Height,Overall Pick,GAMES_PLAYED_t,G_t,A_t,P_t,PLUS_MINUS_t,PIM_t,GP_PLAYOFF_t,G_PLAYOFF_t,A_PLAYOFF_t,P_PLAYOFF_t,PLUS_MINUS_PLAYOFF_t,PIM_PLAYOFF_t,TOI_t,ixG_t,xG±/60_t,RelxG±/60_t,C±/60_t,RelC±/60_t,TOI_PLAYOFF_t,ixG_PLAYOFF_t,xG±/60_PLAYOFF_t,RelxG±/60_PLAYOFF_t,C±/60_PLAYOFF_t,RelC±/60_PLAYOFF_t,G_PG_t,P_PG_t,PIM_PG_t,G_PG_PLAYOFF_t,P_PG_PLAYOFF_t,GAMES_PLAYED_t1,G_t1,A_t1,P_t1,PLUS_MINUS_t1,PIM_t1,GP_PLAYOFF_t1,G_PLAYOFF_t1,A_PLAYOFF_t1,P_PLAYOFF_t1,PLUS_MINUS_PLAYOFF_t1,PIM_PLAYOFF_t1,TOI_t1,ixG_t1,xG±/60_t1,RelxG±/60_t1,C±/60_t1,RelC±/60_t1,TOI_PLAYOFF_t1,ixG_PLAYOFF_t1,xG±/60_PLAYOFF_t1,RelxG±/60_PLAYOFF_t1,C±/60_PLAYOFF_t1,RelC±/60_PLAYOFF_t1,G_PG_t1,P_PG_t1,PIM_PG_t1,G_PG_PLAYOFF_t1,P_PG_PLAYOFF_t1,GAMES_PLAYED_t2,G_t2,A_t2,P_t2,PLUS_MINUS_t2,PIM_t2,GP_PLAYOFF_t2,G_PLAYOFF_t2,A_PLAYOFF_t2,P_PLAYOFF_t2,PLUS_MINUS_PLAYOFF_t2,PIM_PLAYOFF_t2,TOI_t2,ixG_t2,xG±/60_t2,RelxG±/60_t2,C±/60_t2,RelC±/60_t2,TOI_PLAYOFF_t2,ixG_PLAYOFF_t2,xG±/60_PLAYOFF_t2,RelxG±/60_PLAYOFF_t2,C±/60_PLAYOFF_t2,RelC±/60_PLAYOFF_t2,G_PG_t2,P_PG_t2,PIM_PG_t2,G_PG_PLAYOFF_t2,P_PG_PLAYOFF_t2,GAMES_PLAYED_avg,G_avg,A_avg,P_avg,PLUS_MINUS_avg,PIM_avg,GP_PLAYOFF_avg,G_PLAYOFF_avg,A_PLAYOFF_avg,P_PLAYOFF_avg,PLUS_MINUS_PLAYOFF_avg,PIM_PLAYOFF_avg,TOI_avg,ixG_avg,xG±/60_avg,RelxG±/60_avg,C±/60_avg,RelC±/60_avg,TOI_PLAYOFF_avg,ixG_PLAYOFF_avg,xG±/60_PLAYOFF_avg,RelxG±/60_PLAYOFF_avg,C±/60_PLAYOFF_avg,RelC±/60_PLAYOFF_avg,G_PG_avg,P_PG_avg,PIM_PG_avg,G_PG_PLAYOFF_avg,P_PG_PLAYOFF_avg,Current Salary
Tomas Nosek,31.0,L,CZE,75.0,121.0,66.0,7.0,11.0,18.0,9.0,48.0,7.0,0.0,2.0,2.0,0.0,0.0,10.65,5.46,0.07,-0.26,-6.51,-8.15,10.15,0.52,-0.85,-0.36,-2.14,-5.88,0.10606060606060606,0.2727272727272727,0.7272727272727273,0.0,0.2857142857142857,75.0,3.0,14.0,17.0,-9.0,32.0,7.0,0.0,2.0,2.0,1.0,0.0,12.116666666666667,9.27,0.34,-0.18,2.34,-4.99,9.416666666666666,0.87,-0.61,-0.39,-14.38,-5.69,0.04,0.22666666666666666,0.4266666666666667,0.0,0.2857142857142857,38.0,8.0,10.0,18.0,7.0,10.0,6.0,0.0,1.0,1.0,-2.0,4.0,12.35,7.05,0.52,0.2,7.03,-1.72,11.466666666666667,0.63,-0.54,-0.79,2.6,-5.83,0.21052631578947367,0.47368421052631576,0.2631578947368421,0.0,0.16666666666666666,59.666666666666664,6.0,11.666666666666666,17.666666666666668,2.3333333333333335,30.0,6.666666666666667,0.0,1.6666666666666667,1.6666666666666667,-0.3333333333333333,1.3333333333333333,11.705555555555556,7.260000000000001,0.31,-0.08,0.9533333333333335,-4.953333333333334,10.344444444444443,0.6733333333333333,-0.6666666666666666,-0.5133333333333333,-4.64,-5.8,0.1188623072833599,0.32435938330675174,0.4723657628920787,0.0,0.24603174603174602,"$1,750,000"
Jesper Froden,29.0,R,SWE,70.0,121.0,14.0,0.0,4.0,4.0,4.0,6.0,1.0,0.0,0.0,0.0,-1.0,0.0,10.883333333333333,1.02,0.28,0.1,8.78,0.08,5.15,0.0,3.47,3.94,-13.88,-14.84,0.0,0.2857142857142857,0.42857142857142855,0.0,0.0,7.0,1.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.35,0.78,0.7,0.13,5.23,-4.43,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.5,2.0,2.5,4.0,4.0,0.5,0.0,0.0,0.0,-0.5,0.0,11.616666666666667,0.9,0.49,0.115,7.005,-2.175,2.575,0.0,1.735,1.97,-6.94,-7.42,0.07142857142857142,0.21428571428571427,0.3571428571428571,0.0,0.0,"$750,000"
Paul Byron,34.0,L,CAN,69.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,4.0,3.0,7.0,-8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,11.55,3.1,-1.12,-0.56,-18.02,-7.19,0.0,0.0,0.0,0.0,0.0,0.0,0.14814814814814814,0.25925925925925924,0.07407407407407407,0.0,0.0,46.0,5.0,11.0,16.0,5.0,12.0,22.0,3.0,3.0,6.0,0.0,10.0,11.7,3.46,-0.19,-0.4,-0.9,-9.11,13.866666666666667,1.94,-0.54,-0.59,-9.59,-7.81,0.10869565217391304,0.34782608695652173,0.2608695652173913,0.13636363636363635,0.2727272727272727,36.5,4.5,7.0,11.5,-1.5,7.0,11.0,1.5,1.5,3.0,0.0,5.0,11.625,3.2800000000000002,-0.655,-0.48000000000000004,-9.459999999999999,-8.15,6.933333333333334,0.97,-0.27,-0.295,-4.795,-3.905,0.12842190016103058,0.3035426731078905,0.16747181964573268,0.06818181818181818,0.13636363636363635,"$3,400,000"
Zack Kassian,32.0,R,CAN,75.0,13.0,51.0,2.0,0.0,2.0,-18.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,3.09,-1.65,-0.88,-25.47,-9.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0392156862745098,0.0392156862745098,0.9803921568627451,0.0,0.0,58.0,6.0,13.0,19.0,2.0,63.0,16.0,2.0,2.0,4.0,-2.0,12.0,12.35,6.13,0.04,-0.07,3.83,-1.91,9.016666666666667,1.89,-1.12,-1.13,-12.45,-7.54,0.10344827586206896,0.3275862068965517,1.0862068965517242,0.125,0.25,27.0,2.0,3.0,5.0,-4.0,15.0,4.0,1.0,1.0,2.0,0.0,0.0,12.466666666666667,2.85,-0.33,-0.27,-6.56,-3.21,17.216666666666665,0.47,0.87,0.44,14.11,4.13,0.07407407407407407,0.18518518518518517,0.5555555555555556,0.25,0.5,45.333333333333336,3.3333333333333335,5.333333333333333,8.666666666666666,-6.666666666666667,42.666666666666664,6.666666666666667,1.0,1.0,2.0,-0.6666666666666666,4.0,11.622222222222222,4.0233333333333325,-0.6466666666666666,-0.4066666666666667,-9.4,-4.816666666666666,8.744444444444445,0.7866666666666666,-0.08333333333333337,-0.22999999999999998,0.5533333333333333,-1.1366666666666667,0.07224601207021762,0.18399569278541553,0.8740515363233415,0.125,0.25,"$3,200,000"
Mark Pysyk,31.0,D,CAN,73.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,3.0,9.0,12.0,-4.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4,2.91,-0.42,0.01,-9.72,-4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.04411764705882353,0.17647058823529413,0.23529411764705882,0.0,0.0,36.0,3.0,1.0,4.0,6.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8,2.93,1.06,0.81,11.23,6.38,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.1111111111111111,0.5555555555555556,0.0,0.0,52.0,3.0,5.0,8.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,2.92,0.32000000000000006,0.41000000000000003,0.7549999999999999,1.105,0.0,0.0,0.0,0.0,0.0,0.0,0.06372549019607843,0.1437908496732026,0.39542483660130723,0.0,0.0,"$850,000"
Sean Malone,28.0,C,USA,72.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,11.25,0.12,-2.87,-2.78,15.45,17.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,11.25,0.12,-2.87,-2.78,15.45,17.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,"$750,000"
Nathan Beaulieu,31.0,D,CAN,74.0,17.0,52.0,0.0,4.0,4.0,-23.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,13.866666666666667,1.19,-1.5,-0.2,-32.13,-9.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.75,0.0,0.0,24.0,0.0,4.0,4.0,-7.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,9.733333333333333,0.8,-0.98,-0.88,-19.26,-17.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,1.0416666666666667,0.0,0.0,25.0,0.0,1.0,1.0,-5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,15.55,0.49,-0.76,-0.46,-10.36,-6.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.8,0.0,0.0,33.666666666666664,0.0,3.0,3.0,-11.666666666666666,28.0,0.0,0.0,0.0,0.0,0.0,0.0,13.050000000000002,0.8266666666666667,-1.08,-0.5133333333333333,-20.583333333333332,-11.416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09452991452991454,0.8638888888888889,0.0,0.0,"$850,000"
Kyle Criscuolo,31.0,C,USA,69.0,121.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.75,0.24,-0.87,-0.64,-45.34,-35.22,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.32,0.16,0.8,-5.21,7.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.5,1.0,1.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.625,0.28,-0.355,0.08000000000000002,-25.275000000000002,-14.045,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6666666666666666,0.16666666666666666,0.0,0.0,"$750,000"
Lawrence Pilut,28.0,D,SWE,71.0,121.0,17.0,1.0,2.0,3.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.516666666666667,0.31,-0.15,0.15,5.19,3.41,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,2.0,3.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.516666666666667,0.31,-0.15,0.15,5.19,3.41,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.17647058823529413,0.0,0.0,0.0,"$750,000"
Drake Caggiula,29.0,C,CAN,70.0,121.0,4.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,0.08,-1.77,-2.16,-14.3,-17.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,3.0,5.0,-4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,13.55,1.59,-0.95,-0.52,-3.79,2.04,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.2777777777777778,0.2222222222222222,0.0,0.0,27.0,1.0,6.0,7.0,-1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,11.883333333333333,2.68,-0.6,-0.39,-20.88,-15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.25925925925925924,0.5555555555555556,0.0,0.0,16.333333333333332,1.0,3.0,4.0,-2.0,6.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,11.011111111111111,1.4500000000000002,-1.1066666666666667,-1.0233333333333334,-12.99,-10.416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.04938271604938271,0.17901234567901234,0.25925925925925924,0.0,0.0,"$750,000"
Max Pacioretty,35.0,L,USA,74.0,22.0,5.0,3.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,1.01,1.13,0.01,34.04,9.17,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.4,0.0,0.0,39.0,19.0,18.0,37.0,8.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7,8.39,0.44,0.18,13.03,7.34,0.0,0.0,0.0,0.0,0.0,0.0,0.48717948717948717,0.9487179487179487,0.8461538461538461,0.0,0.0,48.0,24.0,27.0,51.0,20.0,14.0,13.0,5.0,6.0,11.0,6.0,4.0,15.183333333333334,10.4,0.43,0.05,6.25,-2.06,16.333333333333332,2.73,-0.28,-0.3,3.95,-2.31,0.5,1.0625,0.2916666666666667,0.38461538461538464,0.8461538461538461,30.666666666666668,15.333333333333334,15.0,30.333333333333332,9.333333333333334,16.333333333333332,4.333333333333333,1.6666666666666667,2.0,3.6666666666666665,2.0,1.3333333333333333,13.311111111111112,6.6000000000000005,0.6666666666666666,0.08,17.773333333333333,4.8166666666666655,5.444444444444444,0.91,-0.09333333333333334,-0.09999999999999999,1.3166666666666667,-0.77,0.5290598290598291,0.8704059829059828,0.5126068376068377,0.12820512820512822,0.28205128205128205,"$7,000,000"
Lars Eller,34.0,C,DNK,74.0,13.0,60.0,7.0,9.0,16.0,-1.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,13.65,7.88,0.25,0.16,3.85,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.11666666666666667,0.26666666666666666,0.6,0.0,0.0,72.0,13.0,18.0,31.0,-4.0,40.0,6.0,1.0,2.0,3.0,-4.0,0.0,13.45,8.4,-0.12,-0.27,1.82,-0.47,13.033333333333333,0.88,0.27,0.35,-0.07,10.14,0.18055555555555555,0.4305555555555556,0.5555555555555556,0.16666666666666666,0.5,44.0,8.0,15.0,23.0,-1.0,21.0,4.0,0.0,1.0,1.0,0.0,0.0,13.616666666666667,6.39,0.56,0.38,10.77,6.86,11.183333333333334,0.37,-1.12,0.09,-1.32,9.93,0.18181818181818182,0.5227272727272727,0.4772727272727273,0.0,0.25,58.666666666666664,9.333333333333334,14.0,23.333333333333332,-2.0,32.333333333333336,3.3333333333333335,0.3333333333333333,1.0,1.3333333333333333,-1.3333333333333333,0.0,13.572222222222223,7.5566666666666675,0.23,0.09000000000000001,5.4799999999999995,2.9966666666666666,8.072222222222223,0.4166666666666667,-0.2833333333333334,0.14666666666666664,-0.4633333333333334,6.69,0.15968013468013467,0.40664983164983165,0.5442760942760942,0.05555555555555555,0.25,"$3,500,000"
Charles Hudon,29.0,L,CAN,70.0,122.0,9.0,0.0,0.0,0.0,-2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.516666666666667,1.72,0.8,0.61,10.57,6.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,-2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.516666666666667,1.72,0.8,0.61,10.57,6.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,"$750,000"
Joel Hanley,32.0,D,CAN,71.0,121.0,26.0,0.0,2.0,2.0,5.0,15.0,13.0,0.0,1.0,1.0,5.0,4.0,12.483333333333333,0.52,0.44,0.18,6.98,1.8,12.583333333333334,0.11,2.06,1.54,13.72,9.08,0.0,0.07692307692307693,0.5769230769230769,0.0,0.07692307692307693,44.0,2.0,4.0,6.0,-13.0,4.0,7.0,0.0,0.0,0.0,1.0,0.0,12.116666666666667,0.68,0.02,-0.03,-5.47,-2.22,12.05,0.09,-0.44,0.59,-27.07,3.29,0.045454545454545456,0.13636363636363635,0.09090909090909091,0.0,0.0,35.0,0.0,8.0,8.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13.483333333333333,0.84,0.66,0.36,12.2,6.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22857142857142856,0.05714285714285714,0.0,0.0,35.0,0.6666666666666666,4.666666666666667,5.333333333333333,-0.6666666666666666,7.0,6.666666666666667,0.0,0.3333333333333333,0.3333333333333333,2.0,1.3333333333333333,12.694444444444445,0.68,0.37333333333333335,0.17,4.57,2.186666666666667,8.21111111111111,0.06666666666666667,0.54,0.71,-4.45,4.123333333333334,0.015151515151515152,0.1472860472860473,0.24165834165834166,0.0,0.025641025641025644,"$750,000"
Jordie Benn,36.0,D,CAN,74.0,121.0,12.0,1.0,1.0,2.0,-1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,14.95,0.56,-0.1,-0.49,-5.27,-10.46,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.16666666666666666,1.0,0.0,0.0,39.0,1.0,7.0,8.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,14.933333333333334,1.06,-0.15,-0.48,-5.71,-9.86,0.0,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.20512820512820512,0.2564102564102564,0.0,0.0,31.0,1.0,8.0,9.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,13.95,1.26,-0.45,0.07,-9.16,-0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.2903225806451613,0.2903225806451613,0.0,0.0,27.333333333333332,1.0,5.333333333333333,6.333333333333333,1.6666666666666667,10.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,14.611111111111109,0.96,-0.2333333333333333,-0.3,-6.713333333333334,-6.88,0.0,0.0,0.0,0.0,0.0,0.0,0.047077474496829336,0.22070581748001103,0.5155776123518059,0.0,0.0,"$750,000"
Jonathan Drouin,28.0,L,CAN,71.0,3.0,58.0,2.0,27.0,29.0,-18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,13.05,6.45,-0.77,-0.07,-12.15,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.5,0.3103448275862069,0.0,0.0,34.0,6.0,14.0,20.0,-9.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,14.766666666666667,4.53,-0.85,-0.28,-16.34,-4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.17647058823529413,0.5882352941176471,0.6764705882352942,0.0,0.0,44.0,2.0,21.0,23.0,-8.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,14.116666666666667,5.71,0.19,-0.07,9.31,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.5227272727272727,0.45454545454545453,0.0,0.0,45.333333333333336,3.3333333333333335,20.666666666666668,24.0,-11.666666666666666,20.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,13.97777777777778,5.5633333333333335,-0.47666666666666674,-0.14,-6.3933333333333335,-1.0633333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.08546929743684308,0.5369875222816399,0.48045362345565185,0.0,0.0,"$5,500,000"
Max Domi,28.0,C,CAN,70.0,12.0,60.0,18.0,31.0,49.0,-9.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,15.216666666666667,8.17,-1.28,-0.28,-22.07,-2.79,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.8166666666666667,1.2666666666666666,0.0,0.0,53.0,9.0,23.0,32.0,2.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,12.85,5.75,-0.62,-0.06,-9.55,-3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.16981132075471697,0.6037735849056604,0.6981132075471698,0.0,0.0,54.0,9.0,15.0,24.0,-18.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,13.783333333333333,4.92,-0.56,-0.12,-9.16,-0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.4444444444444444,1.3888888888888888,0.0,0.0,55.666666666666664,12.0,23.0,35.0,-8.333333333333334,62.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,13.950000000000001,6.28,-0.82,-0.15333333333333335,-13.593333333333334,-2.256666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.2121593291404612,0.6216282320055905,1.1178895877009085,0.0,0.0,"$3,000,000"
Riley Barber,29.0,R,USA,72.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,-2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.466666666666667,0.09,-2.12,-1.47,-31.23,-18.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,-2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.466666666666667,0.09,-2.12,-1.47,-31.23,-18.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,"$750,000"
Gustav Olofsson,29.0,D,SWE,74.0,46.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.866666666666667,0.15,-1.85,-2.02,-19.76,-24.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.866666666666667,0.15,-1.85,-2.02,-19.76,-24.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$750,000"
Alex Belzile,32.0,R,CAN,72.0,121.0,31.0,6.0,8.0,14.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,11.883333333333333,2.66,-0.73,-0.05,-20.5,-5.72,0.0,0.0,0.0,0.0,0.0,0.0,0.1935483870967742,0.45161290322580644,0.41935483870967744,0.0,0.0,11.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,9.85,0.64,-0.56,-0.1,-0.73,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,0.0,0.0,2.0,0.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.466666666666667,0.07,0.14,0.1,45.42,39.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,14.666666666666666,2.0,3.0,5.0,-0.3333333333333333,5.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,10.4,1.1233333333333333,-0.3833333333333333,-0.016666666666666673,8.063333333333334,14.340000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.06451612903225806,0.3172043010752688,0.26099706744868034,0.0,0.0,"$750,000"
Corey Perry,38.0,R,CAN,75.0,28.0,81.0,12.0,13.0,25.0,-28.0,95.0,6.0,2.0,3.0,5.0,1.0,7.0,10.416666666666666,9.18,0.44,0.37,3.19,-0.88,10.4,1.09,0.84,0.43,12.57,1.26,0.14814814814814814,0.30864197530864196,1.1728395061728396,0.3333333333333333,0.8333333333333334,82.0,19.0,21.0,40.0,9.0,66.0,23.0,6.0,5.0,11.0,-2.0,26.0,12.35,15.29,0.71,0.39,3.46,1.12,9.966666666666667,1.59,-0.06,-0.26,-5.29,-0.83,0.23170731707317074,0.4878048780487805,0.8048780487804879,0.2608695652173913,0.4782608695652174,49.0,9.0,12.0,21.0,-4.0,39.0,22.0,4.0,6.0,10.0,-5.0,25.0,12.116666666666667,4.51,0.02,-0.1,0.6,-6.84,11.85,2.24,0.1,-0.19,-3.23,-3.13,0.1836734693877551,0.42857142857142855,0.7959183673469388,0.18181818181818182,0.45454545454545453,70.66666666666667,13.333333333333334,15.333333333333334,28.666666666666668,-7.666666666666667,66.66666666666667,17.0,4.0,4.666666666666667,8.666666666666666,-2.0,19.333333333333332,11.627777777777778,9.659999999999998,0.38999999999999996,0.22,2.4166666666666665,-2.1999999999999997,10.738888888888889,1.64,0.29333333333333333,-0.006666666666666672,1.3500000000000003,-0.8999999999999999,0.18784297820302465,0.40833942730961703,0.924545307433422,0.25867369345630215,0.5887132191480018,"$2,000,000"
